image_id,lat,lon,streetlights,graffiti,building_maintenance,public_transit_stops,pavement_presence,pavement_width,pavement_continuity,safe_walk_alt,pavement_trip_minor,pavement_trip_major,ped_crossing,walk_signal,bike_path,public_park,buffer_presence,buffer_width,buffer_majority,benches,curb_ramp,segment_type,tree_overhead,GEOID
2629,38.63014,-90.2692,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,Yes,Yes,2,No,No,No,Commercial,low,29510112100
2630,38.63177,-90.26974,Ample,No,0,0,Yes,2,No,Yes,0,0,No,No,2,Yes,Yes,2,No,No,Yes,Residential,medium,29510112100
2631,38.63286,-90.26922,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510112100
2634,38.63703,-90.26936,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,Yes,Yes,2,No,No,Yes,Residential,high,29510112100
2635,38.63841,-90.26967,Some,No,0,0,Yes,2,No,Yes,1,1,No,No,2,Yes,Yes,2,No,No,Yes,Residential,medium,29510112100
2636,38.63993,-90.26965,No,No,0,0,Yes,2,No,Yes,0,0,No,No,2,Yes,Yes,2,No,No,Yes,Residential,high,29510112100
2637,38.64086,-90.26896,Ample,No,0,0,Yes,2,No,Yes,0,0,No,No,2,Yes,Yes,2,No,Yes,No,Residential,medium,29510112100
2638,38.64265,-90.26907,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Commercial,high,29510112100
2639,38.64372,-90.26925,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510112100
263,38.57881,-90.30514,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,medium,29510102200
2640,38.6445,-90.26933,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510112100
2643,38.64935,-90.26926,Some,No,2,0,Yes,2,No,Yes,1,1,No,Yes,1,No,Yes,2,No,No,No,Residential,high,29510112100
2644,38.6505,-90.26928,No,No,2,0,Yes,2,Yes,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510112100
2645,38.6521,-90.26924,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510112100
2646,38.65336,-90.26929,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,Yes,1,No,Yes,2,No,No,Yes,Residential,INVALID,29510112200
2647,38.65451,-90.26931,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510112200
2648,38.65575,-90.26933,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510112200
2649,38.65727,-90.26935,Ample,No,2,0,Yes,2,Yes,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510105500
264,38.58067,-90.30523,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510102200
2650,38.65863,-90.2693,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510105500
2651,38.66,-90.26938,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,high,29510105500
2652,38.66184,-90.26896,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106600
2653,38.66318,-90.26914,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106600
2654,38.66404,-90.26927,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,medium,29510106600
2656,38.66666,-90.26936,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106600
2657,38.66788,-90.26947,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106500
2658,38.6694,-90.26923,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106500
2659,38.671,-90.26976,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510106500
265,38.58184,-90.30579,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,Yes,Yes,2,No,No,No,Residential,medium,29510102200
2660,38.67206,-90.26935,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106400
2661,38.67361,-90.26958,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106300
2662,38.67455,-90.26951,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106300
2663,38.6763,-90.2695,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106300
2664,38.67754,-90.26929,Some,No,0,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106300
2665,38.67889,-90.26929,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106300
2666,38.68006,-90.26942,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510106300
2667,38.68188,-90.26878,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106300
2668,38.68257,-90.26968,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510106300
2669,38.68449,-90.26893,Ample,No,0,0,Yes,2,Yes,Yes,1,0,No,No,2,No,Yes,2,No,No,No,Residential,high,29510126900
266,38.58316,-90.30572,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103100
2670,38.68536,-90.26885,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510126900
2672,38.6882,-90.26933,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510126900
2673,38.68972,-90.26977,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510126900
2674,38.69096,-90.26924,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510126900
267,38.58449,-90.30574,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103100
2680,38.5372,-90.26824,Ample,No,0,0,No,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,high,29510101800
2681,38.53866,-90.26789,Ample,No,0,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510101500
2682,38.53934,-90.26711,Ample,No,0,0,Yes,2,Yes,Yes,1,0,No,No,2,No,Yes,2,No,No,Yes,Commercial,low,29510101500
2683,38.54152,-90.26802,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,Yes,No,Residential,medium,29510101500
2684,38.54282,-90.26785,Ample,No,2,0,Yes,2,Yes,Yes,1,0,Yes,No,1,No,Yes,2,No,No,No,Residential,high,29510101500
2685,38.54414,-90.26798,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510101500
2686,38.54541,-90.26806,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101500
2687,38.54668,-90.26814,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101500
2688,38.54852,-90.26767,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510101500
2689,38.54986,-90.26853,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Commercial,low,29510101500
268,38.58628,-90.30557,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103100
2690,38.55064,-90.26764,Ample,No,0,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,low,29510101500
2691,38.55226,-90.2679,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101500
2692,38.55358,-90.26795,Ample,No,0,0,No,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101100
2693,38.55474,-90.26805,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101100
2694,38.55637,-90.26819,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101100
2695,38.55768,-90.26791,Some,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101100
2696,38.55915,-90.26783,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101100
2697,38.56017,-90.26786,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101200
2698,38.56136,-90.26813,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510101200
269,38.58719,-90.30573,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510103100
2700,38.56431,-90.26798,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510101300
2701,38.56576,-90.26727,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510101300
2702,38.56696,-90.26797,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510101300
2703,38.56821,-90.26776,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101300
2704,38.56975,-90.26794,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510101300
2705,38.57113,-90.26788,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101300
2706,38.57242,-90.26792,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101300
2707,38.57384,-90.26793,Some,No,2,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510101300
2708,38.57488,-90.2681,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101300
2709,38.57636,-90.268,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115400
270,38.58851,-90.30562,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,Yes,1,No,Yes,2,No,No,No,Residential,medium,29510103100
2710,38.57794,-90.26784,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115400
2711,38.57918,-90.268,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,medium,29510115400
2712,38.58059,-90.26809,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,Yes,No,Commercial,medium,29510115100
2713,38.58181,-90.26793,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115100
2714,38.58317,-90.26801,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510115100
2715,38.58451,-90.26795,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115100
2716,38.58586,-90.26796,No,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115100
2717,38.58724,-90.26802,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Residential,medium,29510115100
2718,38.58862,-90.26798,No,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115100
2719,38.58995,-90.26791,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115100
271,38.59002,-90.30581,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103100
2720,38.59158,-90.26796,Ample,No,0,0,Yes,2,Yes,Yes,0,0,No,No,2,No,Yes,2,No,Yes,No,Residential,INVALID,29510115200
2721,38.59224,-90.268,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115200
2722,38.59404,-90.26793,No,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115200
2723,38.59542,-90.26799,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510115200
2726,38.59926,-90.26793,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510116200
2727,38.60093,-90.26824,Ample,No,0,0,No,2,Yes,Yes,1,0,Yes,No,1,No,Yes,2,No,No,No,Commercial,medium,29510116200
2728,38.60208,-90.26788,Ample,No,2,0,No,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Commercial,high,29510116200
2729,38.60341,-90.26787,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,medium,29510116200
272,38.59144,-90.30585,Ample,No,2,0,No,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,Yes,Residential,medium,29510103100
2730,38.60479,-90.26801,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510116200
2732,38.60749,-90.26802,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,Yes,No,Residential,high,29510116200
2733,38.60883,-90.26846,Ample,No,0,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,Yes,Residential,medium,29510127200
2734,38.61016,-90.2682,Ample,Yes,2,0,Yes,2,Yes,Yes,1,1,No,Yes,1,Yes,Yes,2,No,No,No,Residential,medium,29510127200
2735,38.61144,-90.26792,Ample,No,2,1,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510127200
2736,38.61259,-90.26787,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,Yes,1,No,Yes,2,No,No,No,Commercial,low,29510113500
2737,38.61408,-90.26794,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Commercial,low,29510113500
2738,38.61532,-90.26717,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Commercial,INVALID,29510113500
2739,38.6163,-90.2679,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510113500
273,38.59273,-90.30563,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103800
2740,38.61831,-90.26795,Ample,No,2,0,No,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510113500
2741,38.61935,-90.26797,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510113500
2742,38.62064,-90.26806,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510113500
2743,38.62219,-90.26832,Ample,No,0,0,No,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510113500
2744,38.62388,-90.26766,Ample,No,2,0,No,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510104500
2745,38.62504,-90.26819,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Commercial,low,29510104500
2747,38.62751,-90.26791,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,Yes,Yes,2,No,No,Yes,Commercial,INVALID,29510104500
2748,38.62906,-90.26798,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510104500
2749,38.63037,-90.26795,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Commercial,high,29510112100
274,38.59408,-90.30573,No,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510103800
2751,38.63302,-90.26797,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,Yes,Yes,2,No,No,No,Residential,high,29510112100
2752,38.63442,-90.26739,Ample,No,2,0,Yes,2,Yes,Yes,0,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510112100
2753,38.63573,-90.26822,Ample,No,2,0,Yes,2,No,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510112100
2754,38.63732,-90.26805,Ample,No,2,0,Yes,2,No,Yes,0,0,No,No,2,Yes,Yes,2,No,Yes,No,Residential,medium,29510112100
2755,38.63832,-90.26832,Ample,No,0,0,No,2,No,Yes,0,0,No,No,2,Yes,Yes,2,No,No,No,Residential,high,29510112100
2756,38.63978,-90.26832,Ample,No,0,0,No,2,No,Yes,0,0,No,No,2,Yes,Yes,2,No,No,Yes,Residential,high,29510112100
2757,38.64111,-90.268,Ample,No,0,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510112100
2759,38.64386,-90.26791,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510112100
275,38.59538,-90.30565,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103800
2763,38.64922,-90.26801,Some,No,2,0,No,2,No,Yes,0,0,No,No,1,No,Yes,2,No,Yes,No,Residential,high,29510112100
2764,38.65037,-90.26796,Some,No,2,0,No,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510112100
2765,38.65197,-90.26799,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510112100
2766,38.65321,-90.26792,Ample,No,2,0,Yes,2,No,Yes,1,1,No,Yes,1,No,Yes,2,No,No,Yes,Residential,high,29510112200
2767,38.65437,-90.26802,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510112200
2768,38.65614,-90.26798,Some,No,0,0,No,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510112200
2769,38.65712,-90.26794,Ample,No,0,0,Yes,2,Yes,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510105500
276,38.59669,-90.30566,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510103800
2770,38.65849,-90.26795,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510105500
2771,38.65995,-90.26801,Some,No,2,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510105500
2772,38.66168,-90.26792,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106600
2773,38.6629,-90.26789,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,Yes,1,No,Yes,2,No,No,Yes,Residential,high,29510106600
2774,38.66424,-90.26779,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106600
2775,38.66544,-90.26803,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106600
2776,38.6671,-90.26772,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,high,29510106500
2777,38.66827,-90.26788,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106500
2778,38.66938,-90.26801,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106500
2779,38.67088,-90.26816,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106500
277,38.59801,-90.30568,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103800
2780,38.67219,-90.26805,Some,No,0,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106400
2781,38.6735,-90.26797,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106400
2782,38.6748,-90.26788,Some,No,0,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106400
2783,38.67606,-90.26782,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106300
2784,38.67745,-90.26807,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106300
2785,38.67888,-90.26788,Some,No,0,0,Yes,2,No,Yes,0,0,No,No,1,No,No,2,No,No,No,Residential,high,29510106300
2786,38.67997,-90.26809,Ample,No,2,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106300
2787,38.68151,-90.26805,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510106300
2789,38.684,-90.26822,Ample,Yes,0,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510106300
278,38.59936,-90.30579,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510103800
2792,38.68767,-90.26811,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510126900
2796,38.69373,-90.268,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510126900
2797,38.69491,-90.26742,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510126900
2799,38.69813,-90.26771,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510126900
279,38.6007,-90.30575,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510103800
27,38.60215,-90.31623,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510126800
2800,38.53558,-90.26602,Ample,No,0,0,No,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,high,29510101800
2801,38.53601,-90.2666,Ample,Yes,0,0,No,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510101800
2804,38.53994,-90.26644,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510101500
2805,38.54137,-90.2665,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101500
2806,38.54272,-90.26663,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101500
2807,38.54432,-90.26641,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101500
2808,38.54559,-90.26671,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,high,29510101500
2809,38.54686,-90.2665,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,medium,29510101500
280,38.60229,-90.30569,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103800
2810,38.54794,-90.26655,Ample,Yes,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510101500
2811,38.54897,-90.26625,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Commercial,INVALID,29510101500
2812,38.55051,-90.26693,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101500
2813,38.55225,-90.26668,Ample,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510101500
2814,38.55358,-90.26658,Ample,No,0,0,Yes,2,Yes,Yes,1,0,Yes,No,1,No,Yes,2,No,No,No,Residential,medium,29510101100
2815,38.55499,-90.26651,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101100
2816,38.5564,-90.26644,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101100
2817,38.55751,-90.26662,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101100
2818,38.55901,-90.26654,Ample,No,2,0,No,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101100
2819,38.5601,-90.26675,Some,No,2,0,Yes,2,Yes,Yes,1,0,No,No,2,No,Yes,2,No,No,No,Residential,high,29510101100
281,38.60337,-90.30575,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510103400
2820,38.56158,-90.26583,Ample,Yes,2,1,Yes,2,Yes,Yes,1,1,Yes,No,2,Yes,Yes,2,No,No,No,Residential,high,29510101300
2821,38.56298,-90.2661,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,Yes,No,Residential,medium,29510101300
2822,38.56394,-90.26689,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510101300
2823,38.56591,-90.26639,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510101300
2824,38.56696,-90.2667,Ample,No,2,0,Yes,2,Yes,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101300
2825,38.56842,-90.26658,Ample,No,2,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101300
